id,parish_uid,site_uid,region,town,parish_name,parish_label,site_name,day_of_week,time_24h,service_type,mass_category,verified_status,language,special_rule,qualifier,notes,source_url,last_checked,is_active,latitude,longitude,maps_query,parent_parish,site_type,is_mass_only_visible,display_category,search_text
BPW-NOTRED-CHAPEL-LUN-0630-B156,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Lundi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Chapel,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre notre dame de lourdes
BPW-NOTRED-CHAPEL-MAR-0630-5F12,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Mardi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Chapel,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre notre dame de lourdes
BPW-NOTRED-CHAPEL-MER-0630-805F,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Mercredi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Chapel,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre notre dame de lourdes
BPW-NOTRED-CHAPEL-JEU-0630-F1DD,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Jeudi,06:30,Celebration,Non-Mass,Verified,,,Célébration at Chapelle du Montmartre,Célébration at Chapelle du Montmartre,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Chapel,False,Celebration,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre notre dame de lourdes celebration at chapelle du montmartre celebration at chapelle du montmartre
BPW-NOTRED-NOTRED-VEN-1100-4E48,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Vendredi,11:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes
BPW-NOTRED-CHAPEL-SAM-0630-340E,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-chapelle-du-montmartre-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Chapelle du Montmartre,Samedi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Chapelle du Montmartre, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Chapel,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes chapelle du montmartre notre dame de lourdes
BPW-NOTRED-NOTRED-SAM-1600-615E,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Samedi,16:00,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes vigil mass
BPW-NOTRED-NOTRED-SAM-1800-4651,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Samedi,18:00,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes vigil mass
BPW-NOTRED-NOTRED-DIM-0800-896C,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Dimanche,08:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes
BPW-NOTRED-NOTRED-DIM-1000-E549,basses-plaines-wilhems-notre-dame-de-lourdes,basses-plaines-wilhems-notre-dame-de-lourdes-notre-dame-de-lourdes-rose-hill,Basses Plaines Wilhems,Rose-Hill,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Notre-Dame-de-Lourdes,Dimanche,10:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-lourdes-1890,2026-04-23,True,-20.241,57.471,"Notre-Dame-de-Lourdes, Rose-Hill, Mauritius",Notre-Dame-de-Lourdes,Parish Church,True,Mass,basses plaines wilhems rose hill notre dame de lourdes notre dame de lourdes notre dame de lourdes notre dame de lourdes
BPW-NOTRED-NOTRED-MAR-0630-24FE,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Mardi,06:30,Celebration,Non-Mass,Verified,,,Messe ou célébration,Messe ou célébration,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-23,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,False,Mass / Celebration uncertain,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches messe ou celebration messe ou celebration
BPW-NOTRED-NOTRED-VEN-1800-2CF5,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Vendredi,18:00,Mass,Mass,Verified,,,,Exposition du Saint-Sacrement at 17:15 followed by Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-23,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,True,Mass,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches exposition du st sacrement at 17 15 followed by mass
BPW-NOTRED-NOTRED-SAM-1730-DE59,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Samedi,17:30,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-23,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,True,Mass,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches vigil mass
BPW-NOTRED-NOTRED-DIM-0700-5727,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Dimanche,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-23,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,True,Mass,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches
BPW-NOTRED-NOTRED-DIM-0900-EB12,basses-plaines-wilhems-notre-dame-de-mont-roches,basses-plaines-wilhems-notre-dame-de-mont-roches-notre-dame-de-mont-roches-roches-brunes,Basses Plaines Wilhems,Roches-Brunes,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Notre-Dame-de-Mont-Roches,Dimanche,09:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-de-montroches-1975,2026-04-23,True,-20.25,57.479,"Notre-Dame-de-Mont-Roches, Roches-Brunes, Mauritius",Notre-Dame-de-Mont-Roches,Parish Church,True,Mass,basses plaines wilhems roches brunes notre dame de mont roches notre dame de mont roches notre dame de mont roches notre dame de mont roches
BPW-NOTRED-NOTRED-MAR-0700-8A47,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Mardi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire
BPW-NOTRED-SAINTL-MAR-1800-00C4,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-saint-luc-cite-kennedy,Basses Plaines Wilhems,Cité-Kennedy,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Saint-Luc,Mardi,18:00,Mass,Mass,Verified,,,,Adoration at 17:30,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,,,"Saint-Luc, Cité-Kennedy, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc notre dame du rosaire adoration at 17 30
BPW-NOTRED-NOTRED-MER-0700-5354,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Mercredi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire
BPW-NOTRED-NOTRED-JEU-0700-C5A8,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Jeudi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire
BPW-NOTRED-NOTRED-VEN-1000-EBA3,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Vendredi,10:00,Mass,Mass,Verified,,,,Adoration at 09:30,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire adoration at 09 30
BPW-NOTRED-NOTRED-SAM-1630-4E4C,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Samedi,16:30,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire vigil mass
BPW-NOTRED-SAINTT-SAM-1630-F6D8,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-saint-thomas-beaux-songes,Basses Plaines Wilhems,Beaux-Songes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Saint-Thomas,Samedi,16:30,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,,,"Saint-Thomas, Beaux-Songes, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems beaux songes notre dame du rosaire notre dame du rosaire st thomas notre dame du rosaire vigil mass
BPW-NOTRED-SAINTL-SAM-1800-29BC,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-saint-luc-cite-kennedy,Basses Plaines Wilhems,Cité-Kennedy,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Saint-Luc,Samedi,18:00,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,,,"Saint-Luc, Cité-Kennedy, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc notre dame du rosaire vigil mass
BPW-NOTRED-NOTRED-DIM-0630-5C1B,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Dimanche,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire
BPW-NOTRED-SAINTE-DIM-0800-21A9,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-sainte-brigitte-pierrefonds,Basses Plaines Wilhems,Pierrefonds,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Sainte-Brigitte,Dimanche,08:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,,,"Sainte-Brigitte, Pierrefonds, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems pierrefonds notre dame du rosaire notre dame du rosaire sainte brigitte notre dame du rosaire
BPW-NOTRED-NOTRED-DIM-0830-37E5,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Dimanche,08:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire
BPW-NOTRED-SAINTL-DIM-0930-FCF6,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-saint-luc-cite-kennedy,Basses Plaines Wilhems,Cité-Kennedy,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Saint-Luc,Dimanche,09:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,,,"Saint-Luc, Cité-Kennedy, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc notre dame du rosaire
BPW-NOTRED-NOTRED-DIM-1000-756B,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Dimanche,10:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-23,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire
BPW-SACREC-SACREC-LUN-0630-F494,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Lundi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre c ur sacre c ur basses plaines wilhems sacre c ur sacre c ur
BPW-SACREC-SACREC-MAR-0630-8B1A,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Mardi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre c ur sacre c ur basses plaines wilhems sacre c ur sacre c ur
BPW-SACREC-EMMAUS-MER-0630-2672,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-emmaus-coromandel,Basses Plaines Wilhems,Coromandel,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Emmaüs,Mercredi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,,,"Emmaüs, Coromandel, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,basses plaines wilhems coromandel sacre c ur sacre c ur basses plaines wilhems emmaus sacre c ur
BPW-SACREC-SACREC-JEU-0630-745A,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Jeudi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre c ur sacre c ur basses plaines wilhems sacre c ur sacre c ur
BPW-SACREC-SACREC-VEN-0630-2F7A,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Vendredi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre c ur sacre c ur basses plaines wilhems sacre c ur sacre c ur
BPW-SACREC-SACREC-VEN-1800-7B68,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Vendredi,18:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre c ur sacre c ur basses plaines wilhems sacre c ur sacre c ur
BPW-SACREC-SACREC-SAM-1630-9DC0,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Samedi,16:30,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre c ur sacre c ur basses plaines wilhems sacre c ur sacre c ur vigil mass
BPW-SACREC-EMMAUS-SAM-1700-2B2E,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-emmaus-coromandel,Basses Plaines Wilhems,Coromandel,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Emmaüs,Samedi,17:00,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,,,"Emmaüs, Coromandel, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,basses plaines wilhems coromandel sacre c ur sacre c ur basses plaines wilhems emmaus sacre c ur vigil mass
BPW-SACREC-SACREC-DIM-0700-82F1,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Dimanche,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre c ur sacre c ur basses plaines wilhems sacre c ur sacre c ur
BPW-SACREC-LEAUVI-DIM-0800-D0AA,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-leau-vive-chebel,Basses Plaines Wilhems,Chebel,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),L’Eau Vive,Dimanche,08:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-23,True,,,"L’Eau Vive, Chebel, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,basses plaines wilhems chebel sacre c ur sacre c ur basses plaines wilhems l eau vive sacre c ur
