id,parish_uid,site_uid,region,town,parish_name,parish_label,site_name,day_of_week,time_24h,service_type,mass_category,verified_status,language,special_rule,qualifier,notes,source_url,last_checked,is_active,latitude,longitude,maps_query,parent_parish,site_type,is_mass_only_visible,display_category,search_text
HPW-NOTRED-NOTRED-VEN-0645-95D1,hautes-plaines-wilhems-notre-dame-de-la-visitation,hautes-plaines-wilhems-notre-dame-de-la-visitation-notre-dame-de-la-visitation-vacoas,Hautes Plaines Wilhems,Vacoas,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Vendredi,06:45,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/notre-dame-de-la-visitation-1864,2026-04-23,True,-20.2981,57.4783,"Notre-Dame-de-la-Visitation, Vacoas, Mauritius",Notre-Dame-de-la-Visitation,Parish Church,True,Mass,hautes plaines wilhems vacoas notre dame de la visitation notre dame de la visitation notre dame de la visitation notre dame de la visitation
HPW-NOTRED-SACREC-SAM-1530-92E3,hautes-plaines-wilhems-notre-dame-de-la-visitation,hautes-plaines-wilhems-notre-dame-de-la-visitation-sacre-cur-glen-park,Hautes Plaines Wilhems,Glen-Park,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Sacré-Cœur,Samedi,15:30,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/notre-dame-de-la-visitation-1864,2026-04-23,True,-20.306,57.506,"Sacré-Cœur, Glen-Park, Mauritius",Notre-Dame-de-la-Visitation,Sub-parish,True,Mass,hautes plaines wilhems glen park notre dame de la visitation notre dame de la visitation sacre c ur notre dame de la visitation vigil mass
HPW-NOTRED-NOTRED-SAM-1730-8CC1,hautes-plaines-wilhems-notre-dame-de-la-visitation,hautes-plaines-wilhems-notre-dame-de-la-visitation-notre-dame-de-la-visitation-vacoas,Hautes Plaines Wilhems,Vacoas,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Samedi,17:30,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/notre-dame-de-la-visitation-1864,2026-04-23,True,-20.2981,57.4783,"Notre-Dame-de-la-Visitation, Vacoas, Mauritius",Notre-Dame-de-la-Visitation,Parish Church,True,Mass,hautes plaines wilhems vacoas notre dame de la visitation notre dame de la visitation notre dame de la visitation notre dame de la visitation vigil mass
HPW-NOTRED-NOTRED-DIM-0645-182A,hautes-plaines-wilhems-notre-dame-de-la-visitation,hautes-plaines-wilhems-notre-dame-de-la-visitation-notre-dame-de-la-visitation-vacoas,Hautes Plaines Wilhems,Vacoas,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Dimanche,06:45,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/notre-dame-de-la-visitation-1864,2026-04-23,True,-20.2981,57.4783,"Notre-Dame-de-la-Visitation, Vacoas, Mauritius",Notre-Dame-de-la-Visitation,Parish Church,True,Mass,hautes plaines wilhems vacoas notre dame de la visitation notre dame de la visitation notre dame de la visitation notre dame de la visitation
HPW-NOTRED-SAINTE-DIM-0830-5346,hautes-plaines-wilhems-notre-dame-de-la-visitation,hautes-plaines-wilhems-notre-dame-de-la-visitation-sainte-famille-henrietta,Hautes Plaines Wilhems,Henrietta,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Sainte-Famille,Dimanche,08:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/notre-dame-de-la-visitation-1864,2026-04-23,True,-20.336,57.5,"Sainte-Famille, Henrietta, Mauritius",Notre-Dame-de-la-Visitation,Sub-parish,True,Mass,hautes plaines wilhems henrietta notre dame de la visitation notre dame de la visitation sainte famille notre dame de la visitation
HPW-NOTRED-NOTRED-DIM-1030-A9E8,hautes-plaines-wilhems-notre-dame-de-la-visitation,hautes-plaines-wilhems-notre-dame-de-la-visitation-notre-dame-de-la-visitation-vacoas,Hautes Plaines Wilhems,Vacoas,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Notre-Dame-de-la-Visitation,Dimanche,10:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/notre-dame-de-la-visitation-1864,2026-04-23,True,-20.2981,57.4783,"Notre-Dame-de-la-Visitation, Vacoas, Mauritius",Notre-Dame-de-la-Visitation,Parish Church,True,Mass,hautes plaines wilhems vacoas notre dame de la visitation notre dame de la visitation notre dame de la visitation notre dame de la visitation
HPW-SAINTP-SAINTP-LUN-0700-F2E0,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Lundi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul
HPW-SAINTP-SAINTP-MAR-0700-0D11,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Mardi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul
HPW-SAINTP-SAINTP-MER-0700-A81C,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Mercredi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul
HPW-SAINTP-SAINTP-JEU-0700-F4C7,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Jeudi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul
HPW-SAINTP-SAINTP-VEN-0700-CFAA,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Vendredi,07:00,Mass,Mass,Verified,,First Friday exposition 07:00-12:00,First Friday exposition 07:00-12:00,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul first friday exposition 07 00 12 00 first friday exposition 07 00 12 00
HPW-SAINTP-SAINTP-SAM-0700-08A9,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Samedi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul
HPW-SAINTP-SAINTP-SAM-1700-06D5,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Samedi,17:00,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul vigil mass
HPW-SAINTP-SAINTP-DIM-0700-D13C,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Dimanche,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul
HPW-SAINTP-SAINTP-DIM-0930-55D7,hautes-plaines-wilhems-saint-paul,hautes-plaines-wilhems-saint-paul-saint-paul-phoenix,Hautes Plaines Wilhems,Phoenix,Saint-Paul,Saint-Paul,Saint-Paul,Dimanche,09:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/saint-paul-1906,2026-04-23,True,-20.283,57.492,"Saint-Paul, Phoenix, Mauritius",Saint-Paul,Parish Church,True,Mass,hautes plaines wilhems phoenix st paul st paul st paul st paul
HPW-SAINTE-SAINTE-LUN-0630-6388,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Lundi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene
HPW-SAINTE-SAINTE-MAR-0630-A1B7,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Mardi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene
HPW-SAINTE-SAINTE-MER-0630-08FF,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Mercredi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene
HPW-SAINTE-SAINTJ-MER-1700-05A4,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-saint-jean-bosco-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Saint-Jean-Bosco,Mercredi,17:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,,,"Saint-Jean-Bosco, Curepipe, Mauritius",Sainte-Hélène,Sub-parish,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene st jean bosco sainte helene
HPW-SAINTE-SAINTE-JEU-0630-D50C,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Jeudi,06:30,Celebration,Non-Mass,Verified,,,Célébration de la Parole,Célébration de la Parole,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,False,Celebration of the Word,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene celebration de la parole celebration de la parole
HPW-SAINTE-SAINTE-VEN-0630-2D5F,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Vendredi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene
HPW-SAINTE-NOTRED-VEN-1800-F3A0,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-notre-dame-de-lourdes-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Notre-Dame-de-Lourdes,Vendredi,18:00,Mass,Mass,Verified,,First Friday only,First Friday only,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,,,"Notre-Dame-de-Lourdes, Curepipe, Mauritius",Sainte-Hélène,Sub-parish,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene notre dame de lourdes sainte helene first friday only first friday only
HPW-SAINTE-SAINTE-SAM-1600-A838,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Samedi,16:00,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene vigil mass
HPW-SAINTE-SAINTJ-SAM-1800-B9C2,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-saint-jean-bosco-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Saint-Jean-Bosco,Samedi,18:00,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,,,"Saint-Jean-Bosco, Curepipe, Mauritius",Sainte-Hélène,Sub-parish,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene st jean bosco sainte helene vigil mass
HPW-SAINTE-SAINTE-DIM-0630-C582,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Dimanche,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene
HPW-SAINTE-SAINTE-DIM-0830-5645,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Dimanche,08:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene
HPW-SAINTE-SAINTE-DIM-1000-6648,hautes-plaines-wilhems-sainte-helene,hautes-plaines-wilhems-sainte-helene-sainte-helene-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Hélène,Sainte-Hélène,Sainte-Hélène,Dimanche,10:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-helene-1922,2026-04-23,True,-20.3162,57.5259,"Sainte-Hélène, Curepipe, Mauritius",Sainte-Hélène,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte helene sainte helene sainte helene sainte helene
HPW-SAINTE-SAINTE-LUN-0700-F929,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Lundi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
HPW-SAINTE-SAINTE-MAR-0700-CBCB,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Mardi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
HPW-SAINTE-SAINTE-MER-0700-2A94,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Mercredi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
HPW-SAINTE-SAINTE-JEU-0700-CA74,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Jeudi,07:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
HPW-SAINTE-SAINTE-VEN-0700-E9E0,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Vendredi,07:00,Celebration,Non-Mass,Verified,,,Celebration by laity,Celebration by laity,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,False,Lay-led celebration,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila celebration by laity celebration by laity
HPW-SAINTE-SAINTE-VEN-1000-0AD7,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Vendredi,10:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
HPW-SAINTE-SAINTE-SAM-1600-9AD4,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Samedi,16:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
HPW-SAINTE-SAINTE-SAM-1730-E1F0,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Samedi,17:30,Mass,Mass,Verified,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila vigil mass
HPW-SAINTE-SAINTE-DIM-0730-8DAD,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Dimanche,07:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
HPW-SAINTE-SAINTE-DIM-0900-9CD8,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Dimanche,09:00,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
HPW-SAINTE-SAINTE-DIM-1030-1454,hautes-plaines-wilhems-sainte-therese-davila,hautes-plaines-wilhems-sainte-therese-davila-sainte-therese-davila-curepipe,Hautes Plaines Wilhems,Curepipe,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Sainte-Thérèse-d’Avila,Dimanche,10:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/hautes-plaines-wilhems/sainte-therese-d-avila,2026-04-23,True,-20.3162,57.5259,"Sainte-Thérèse-d’Avila, Curepipe, Mauritius",Sainte-Thérèse-d’Avila,Parish Church,True,Mass,hautes plaines wilhems curepipe sainte therese d avila sainte therese d avila sainte therese d avila sainte therese d avila
PL-CATHED-CATHED-LUN-0630-016C,port-louis-cathedrale-saint-louis,port-louis-cathedrale-saint-louis-cathedrale-saint-louis-port-louis,Port Louis,Port-Louis,Cathédrale Saint-Louis,Cathédrale Saint-Louis,Cathédrale Saint-Louis,Lundi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/port-louis/cathedrale-saint-louis-1722,2026-04-23,True,-20.1609,57.5012,"Cathédrale Saint-Louis, Port-Louis, Mauritius",Cathédrale Saint-Louis,Parish Church,True,Mass,port louis port louis cathedrale st louis cathedrale st louis cathedrale st louis cathedrale st louis
PL-CATHED-CATHED-MAR-0630-611A,port-louis-cathedrale-saint-louis,port-louis-cathedrale-saint-louis-cathedrale-saint-louis-port-louis,Port Louis,Port-Louis,Cathédrale Saint-Louis,Cathédrale Saint-Louis,Cathédrale Saint-Louis,Mardi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/port-louis/cathedrale-saint-louis-1722,2026-04-23,True,-20.1609,57.5012,"Cathédrale Saint-Louis, Port-Louis, Mauritius",Cathédrale Saint-Louis,Parish Church,True,Mass,port louis port louis cathedrale st louis cathedrale st louis cathedrale st louis cathedrale st louis
PL-CATHED-CATHED-MER-0630-1F36,port-louis-cathedrale-saint-louis,port-louis-cathedrale-saint-louis-cathedrale-saint-louis-port-louis,Port Louis,Port-Louis,Cathédrale Saint-Louis,Cathédrale Saint-Louis,Cathédrale Saint-Louis,Mercredi,06:30,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/port-louis/cathedrale-saint-louis-1722,2026-04-23,True,-20.1609,57.5012,"Cathédrale Saint-Louis, Port-Louis, Mauritius",Cathédrale Saint-Louis,Parish Church,True,Mass,port louis port louis cathedrale st louis cathedrale st louis cathedrale st louis cathedrale st louis
PL-CATHED-CATHED-MER-1210-8802,port-louis-cathedrale-saint-louis,port-louis-cathedrale-saint-louis-cathedrale-saint-louis-port-louis,Port Louis,Port-Louis,Cathédrale Saint-Louis,Cathédrale Saint-Louis,Cathédrale Saint-Louis,Mercredi,12:10,Mass,Mass,Verified,,,,,https://dioceseportlouis.org/diocese/les-paroisses/port-louis/cathedrale-saint-louis-1722,2026-04-23,True,-20.1609,57.5012,"Cathédrale Saint-Louis, Port-Louis, Mauritius",Cathédrale Saint-Louis,Parish Church,True,Mass,port louis port louis cathedrale st louis cathedrale st louis cathedrale st louis cathedrale st louis
